Era,Series Title,Parent Authority,Result,Authority ID,Resolved Authority ID,Publishing Era,Status
Dawn of DC,The Sandman Universe: Nightmare Country – The Glass House,DC Universe,Added,SER-01792,SER-01792,Dawn of DC,Assigned
Dawn of DC,Wesley Dodds: The Sandman,DC Universe,Added,SER-01793,SER-01793,Dawn of DC,Assigned
Dawn of DC,Jay Garrick: The Flash,DC Universe,Added,SER-01794,SER-01794,Dawn of DC,Assigned
Dawn of DC,Alan Scott: The Green Lantern,DC Universe,Added,SER-01795,SER-01795,Dawn of DC,Assigned
Dawn of DC,Speed Force,DC Universe,Added,SER-01796,SER-01796,Dawn of DC,Assigned
Dawn of DC,The Flash: One-Minute War Special,DC Universe,Added,SER-01797,SER-01797,Dawn of DC,Assigned
Dawn of DC,Batman/Santa Claus: Silent Knight,DC Universe,Added,SER-01798,SER-01798,Dawn of DC,Assigned
Dawn of DC,Batman/Santa Claus: Silent Knight Returns,DC Universe,Added,SER-01799,SER-01799,Dawn of DC,Assigned
Dawn of DC,Batman/Dylan Dog,DC Universe,Added,SER-01800,SER-01800,Dawn of DC,Assigned
Dawn of DC,Justice League vs. Godzilla vs. Kong,DC Universe,Added,SER-01801,SER-01801,Dawn of DC,Assigned
Dawn of DC,Justice League vs. Godzilla vs. Kong 2,DC Universe,Added,SER-01802,SER-01802,Dawn of DC,Assigned
Dawn of DC,Kneel Before Zod,DC Universe,Added,SER-01803,SER-01803,Dawn of DC,Assigned
Dawn of DC,The Boy Wonder,DC Universe,Added,SER-01804,SER-01804,Dawn of DC,Assigned
Dawn of DC,"John Constantine, Hellblazer: Dead in America",DC Universe,Added,SER-01805,SER-01805,Dawn of DC,Assigned
Dawn of DC,The Nice House by the Sea,DC Universe,Already present,,SER-01070,Dawn of DC,Assigned
Dawn of DC,Plastic Man No More!,DC Universe,Added,SER-01806,SER-01806,Dawn of DC,Assigned
DC All In,DC All In Special,DC Universe,Added,SER-01807,SER-01807,DC All In,Assigned
DC All In,Justice League Unlimited,Justice League,Added,SER-01808,SER-01808,DC All In,Assigned
DC All In,JSA,Justice Society of America,Already present,,SER-00423,DC All In,Assigned
DC All In,Batman,Batman,Already present,,SER-00074,DC All In,Assigned
DC All In,Batgirl,Batman,Already present,,SER-00069,DC All In,Assigned
DC All In,Batwoman,Batman,Already present,,SER-00090,DC All In,Assigned
DC All In,Batman and Robin: Year One,Batman,Added,SER-01809,SER-01809,DC All In,Assigned
DC All In,Batman: Dark Patterns,Batman,Added,SER-01810,SER-01810,DC All In,Assigned
DC All In,Batman: Full Moon,Batman,Added,SER-01811,SER-01811,DC All In,Assigned
DC All In,Batman: The Long Halloween – The Last Halloween,Batman,Added,SER-01812,SER-01812,DC All In,Assigned
DC All In,Batman: Resurrection,Batman,Added,SER-01813,SER-01813,DC All In,Assigned
DC All In,Batman: The Last Halloween,Batman,Added,SER-01814,SER-01814,DC All In,Assigned
DC All In,Batman '89: Echoes,Batman,Added,SER-01815,SER-01815,DC All In,Assigned
DC All In,From the DC Vault: Death in the Family: Robin Lives!,Batman,Added,SER-01816,SER-01816,DC All In,Assigned
DC All In,Gotham by Gaslight: The Kryptonian Age,Batman,Added,SER-01817,SER-01817,DC All In,Assigned
DC All In,Two-Face,Batman,Added,SER-01818,SER-01818,DC All In,Assigned
DC All In,The Question: All Along the Watchtower,Batman,Added,SER-01819,SER-01819,DC All In,Assigned
DC All In,Catwoman,Catwoman,Already present,,SER-00153,DC All In,Assigned
DC All In,Deathstroke the Terminator,Deathstroke,Already present,,SER-00201,DC All In,Assigned
DC All In,Superman Unlimited,Superman,Added,SER-01820,SER-01820,DC All In,Assigned
DC All In,Supergirl,Superman,Already present,,SER-00753,DC All In,Assigned
DC All In,Supergirl: Woman of Tomorrow,Superman,Added,SER-01821,SER-01821,DC All In,Assigned
DC All In,Supergirl: Survive,Superman,Added,SER-01822,SER-01822,DC All In,Assigned
DC All In,Superman: Father of Tomorrow,Superman,Added,SER-01823,SER-01823,DC All In,Assigned
DC All In,Adventures of Superman: Book of El,Superman,Added,SER-01824,SER-01824,DC All In,Assigned
DC All In,Krypto: The Last Dog of Krypton,Superman,Added,SER-01825,SER-01825,DC All In,Assigned
DC All In,Trinity: Daughter of Wonder Woman,Wonder Woman,Added,SER-01826,SER-01826,DC All In,Assigned
DC All In,Green Lantern Dark,Green Lantern,Added,SER-01827,SER-01827,DC All In,Assigned
DC All In,Aquaman,Aquaman,Already present,,SER-00046,DC All In,Assigned
DC All In,Emperor Aquaman,Aquaman,Added,SER-01828,SER-01828,DC All In,Assigned
DC All In,Metamorpho: The Element Man,Metamorpho,Added,SER-01829,SER-01829,DC All In,Assigned
DC All In,Zatanna,Zatanna,Already present,,SER-01009,DC All In,Assigned
DC All In,Zatanna: Bring Down the House,Zatanna,Added,SER-01830,SER-01830,DC All In,Assigned
DC All In,Black Canary: Best of the Best,Black Canary,Added,SER-01831,SER-01831,DC All In,Assigned
DC All In,The Fury of Firestorm,Firestorm,Already present,,SER-01874,DC All In,Created exact-title authority
DC All In,Challengers of the Unknown,DC Universe,Already present,,SER-00156,DC All In,Assigned
DC All In,The New Gods,DC Universe,Already present,,SER-01875,DC All In,Created exact-title authority
DC All In,The Power Company: Recharged,DC Universe,Added,SER-01832,SER-01832,DC All In,Assigned
DC All In,The Deadman,DC Universe,Added,SER-01833,SER-01833,DC All In,Assigned
DC All In,Clayface: Celebrity Dirt,DC Universe,Added,SER-01834,SER-01834,DC All In,Assigned
DC All In,Bizarro: Year None,DC Universe,Added,SER-01835,SER-01835,DC All In,Assigned
DC All In,Gotham Academy: First Year,DC Universe,Added,SER-01836,SER-01836,DC All In,Assigned
DC All In,Dark Knights of Steel II,DC Universe,Added,SER-01837,SER-01837,DC All In,Assigned
DC All In,Barbara Gordon: Breakout,Batgirl,Added,SER-01838,SER-01838,DC All In,Assigned
DC All In,New Titans,Robin / Teen Titans,Added,SER-01839,SER-01839,DC All In,Assigned
DC All In,DC Horror Presents,DC Universe,Added,SER-01840,SER-01840,DC All In,Assigned
DC All In,DC Horror Presents: Creature Commandos,DC Universe,Added,SER-01841,SER-01841,DC All In,Assigned
DC All In,DC vs. Vampires: World War V,DC Universe,Added,SER-01842,SER-01842,DC All In,Assigned
DC All In,DC K.O.,DC Universe,Added,SER-01843,SER-01843,DC All In,Assigned
DC All In,DC K.O.: Knightfight,DC Universe,Added,SER-01844,SER-01844,DC All In,Assigned
DC All In,DC K.O.: Superman vs. Captain Atom,DC Universe,Added,SER-01845,SER-01845,DC All In,Assigned
DC All In,DC K.O.: Red Hood vs. Joker,DC Universe,Added,SER-01846,SER-01846,DC All In,Assigned
DC All In,DC K.O.: Harley Quinn vs. Zatanna,DC Universe,Added,SER-01847,SER-01847,DC All In,Assigned
DC All In,The New History of the DC Universe,DC Universe,Added,SER-01848,SER-01848,DC All In,Assigned
DC All In,Resurrection Man: Quantum Karma,DC Universe,Added,SER-01849,SER-01849,DC All In,Assigned
DC All In,Mr. Terrific: Year One,DC Universe,Added,SER-01850,SER-01850,DC All In,Assigned
DC All In,Immortal Legend Batman,DC Universe,Added,SER-01851,SER-01851,DC All In,Assigned
DC All In,Batman: Gotham by Gaslight – A League for Justice,DC Universe,Added,SER-01852,SER-01852,DC All In,Assigned
DC All In,Batman/Green Arrow/The Question: Arcadia,DC Universe,Added,SER-01853,SER-01853,DC All In,Assigned
DC All In,Cheetah and Cheshire Rob the Justice League,DC Universe,Added,SER-01854,SER-01854,DC All In,Assigned
DC All In,Red Hood,DC Universe,Added,SER-01855,SER-01855,DC All In,Assigned
DC All In,Harley and Ivy: Life and Crimes,DC Universe,Added,SER-01856,SER-01856,DC All In,Assigned
Absolute Universe,Absolute Batman,Absolute Universe (2024 relaunch),Already present,,SER-00004,Absolute Universe,Assigned
Absolute Universe,Absolute Superman,Absolute Universe (2024 relaunch),Already present,,SER-00005,Absolute Universe,Assigned
Absolute Universe,Absolute Wonder Woman,Absolute Universe (2024 relaunch),Already present,,SER-00006,Absolute Universe,Assigned
Absolute Universe,Absolute Flash,Absolute Universe (2024 relaunch),Added,SER-01857,SER-01857,Absolute Universe,Assigned
Absolute Universe,Absolute Green Lantern,Absolute Universe (2024 relaunch),Added,SER-01858,SER-01858,Absolute Universe,Assigned
Absolute Universe,Absolute Martian Manhunter,Absolute Universe (2024 relaunch),Added,SER-01859,SER-01859,Absolute Universe,Assigned
Absolute Universe,Absolute Evil,Absolute Universe (2024 relaunch),Added,SER-01860,SER-01860,Absolute Universe,Assigned
Absolute Universe,Absolute Catwoman,Absolute Universe (2024 relaunch),Added,SER-01861,SER-01861,Absolute Universe,Assigned
Absolute Universe,Absolute Green Arrow,Absolute Universe (2024 relaunch),Added,SER-01862,SER-01862,Absolute Universe,Assigned
Current / Vertigo,100 Bullets: The US of Anger,100 Bullets,Added,SER-01863,,,Not an era (left blank)
Current / Vertigo,Bleeding Hearts,Vertigo / Black Label,Added,SER-01864,,,Not an era (left blank)
Current / Vertigo,End of Life,Vertigo / Black Label,Added,SER-01865,,,Not an era (left blank)
Current / Licensed,DC x Sonic the Hedgehog,DC Universe,Added,SER-01866,,,Not an era (left blank)
Current / Licensed,DC x Sonic the Hedgehog: The Metal Legion,DC Universe,Added,SER-01867,,,Not an era (left blank)
